,date,rank,track_title,track_artist,wks_on_chart,peaks
438,february-24-2024,39,Fall In Love Again,P1Harmony,3,31
439,february-24-2024,40,Can't Get Enough,Jennifer Lopez,1,40
440,february-17-2024,1,greedy,Tate McRae,16,1
441,february-17-2024,2,Lovin On Me,Jack Harlow,8,2
442,february-17-2024,3,Agora Hills,Doja Cat,11,3
443,february-17-2024,4,Paint The Town Red,Doja Cat,25,1
444,february-17-2024,5,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,10,5
445,february-17-2024,6,Cruel Summer,Taylor Swift,32,1
446,february-17-2024,7,Houdini,Dua Lipa,9,7
447,february-17-2024,8,get him back!,Olivia Rodrigo,14,8
448,february-17-2024,9,Water,Tyla,10,9
449,february-17-2024,10,Feather,Sabrina Carpenter,10,10
450,february-17-2024,11,Good Good,Usher,16,11
451,february-17-2024,12,Strangers,Kenya Grace,12,11
452,february-17-2024,13,"yes, and?",Ariana Grande,3,13
453,february-17-2024,14,Lil Boo Thang,Paul Russell,18,4
454,february-17-2024,15,Lose Control,Teddy Swims,8,14
455,february-17-2024,16,exes,Tate McRae,6,16
456,february-17-2024,17,Selfish,Justin Timberlake,1,17
457,february-17-2024,18,Used To Be Young,Miley Cyrus,20,4
458,february-17-2024,19,I KNOW ?,Travis Scott,15,19
459,february-17-2024,20,Everybody,Nicki Minaj feat. Lil Uzi Vert,3,20
460,february-17-2024,21,Seasons,Thirty Seconds to Mars,6,20
461,february-17-2024,22,What It Is (Block Boy),Doechii feat. Kodak Black,28,2
462,february-17-2024,23,Stick Season,Noah Kahan,2,23
463,february-17-2024,24,Calm Down,Rema & Selena Gomez,62,1
464,february-17-2024,25,Standing Next to You,Jung Kook,4,25
465,february-17-2024,26,What Was I Made For?,Billie Eilish,22,6
466,february-17-2024,27,Thinkin’ Bout Me,Morgan Wallen,7,24
467,february-17-2024,28,J CHRIST,Lil Nas X,3,26
468,february-17-2024,29,Yes I'm A Mess,AJR,7,22
469,february-17-2024,30,Snooze,SZA,38,1
470,february-17-2024,31,Fall In Love Again,P1Harmony,2,31
471,february-17-2024,32,On My Mama,Victoria Monét,2,32
472,february-17-2024,33,Need A Favor,Jelly Roll,21,13
473,february-17-2024,34,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,7,34
474,february-17-2024,35,Dance The Night (From Barbie The Album),Dua Lipa,35,1
475,february-17-2024,36,XXL,LANY,6,36
476,february-17-2024,37,Barbie World (with Aqua) [From Barbie The Album],"Nicki Minaj, Ice Spice & Aqua",28,1
477,february-17-2024,38,vampire,Olivia Rodrigo,30,1
478,february-17-2024,39,Not My Fault,Reneé Rapp & Megan Thee Stallion,1,39
479,february-17-2024,40,Sure Thing,Miguel,48,1
480,february-10-2024,1,greedy,Tate McRae,15,1
481,february-10-2024,2,Lovin On Me,Jack Harlow,7,2
482,february-10-2024,3,Paint The Town Red,Doja Cat,24,1
483,february-10-2024,4,Agora Hills,Doja Cat,10,4
484,february-10-2024,5,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,9,5
485,february-10-2024,6,Cruel Summer,Taylor Swift,31,1
486,february-10-2024,7,Houdini,Dua Lipa,8,7
487,february-10-2024,8,get him back!,Olivia Rodrigo,13,8
488,february-10-2024,9,Water,Tyla,9,9
489,february-10-2024,10,Lil Boo Thang,Paul Russell,17,4
490,february-10-2024,11,Strangers,Kenya Grace,11,11
491,february-10-2024,12,Used To Be Young,Miley Cyrus,19,4
492,february-10-2024,13,Good Good,Usher,15,13
493,february-10-2024,14,"yes, and?",Ariana Grande,2,14
494,february-10-2024,15,Feather,Sabrina Carpenter,9,15
495,february-10-2024,16,Lose Control,Teddy Swims,7,14
496,february-10-2024,17,exes,Tate McRae,5,17
497,february-10-2024,18,What It Is (Block Boy),Doechii feat. Kodak Black,27,2
498,february-10-2024,19,I KNOW ?,Travis Scott,14,19
499,february-10-2024,20,Seasons,Thirty Seconds to Mars,5,20
500,february-10-2024,21,What Was I Made For?,Billie Eilish,21,6
501,february-10-2024,22,Yes I'm A Mess,AJR,6,22
502,february-10-2024,23,Calm Down,Rema & Selena Gomez,61,1
503,february-10-2024,24,Everybody,Nicki Minaj feat. Lil Uzi Vert,2,24
504,february-10-2024,25,Thinkin’ Bout Me,Morgan Wallen,6,24
505,february-10-2024,26,J CHRIST,Lil Nas X,2,26
506,february-10-2024,27,Snooze,SZA,37,1
507,february-10-2024,28,Stick Season,Noah Kahan,1,28
508,february-10-2024,29,Need A Favor,Jelly Roll,20,13
509,february-10-2024,30,Standing Next to You,Jung Kook,3,30
510,february-10-2024,31,Dance The Night (From Barbie The Album),Dua Lipa,34,1
511,february-10-2024,32,Fall In Love Again,P1Harmony,1,32
512,february-10-2024,33,On My Mama,Victoria Monét,1,33
513,february-10-2024,34,Barbie World (with Aqua) [From Barbie The Album],"Nicki Minaj, Ice Spice & Aqua",27,1
514,february-10-2024,35,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,6,34
515,february-10-2024,36,Strong Enough,Jonas Brothers feat. Bailey Zimmerman,6,29
516,february-10-2024,37,vampire,Olivia Rodrigo,29,1
517,february-10-2024,38,TOO MUCH,"The Kid LAROI, Jung Kook & Central Cee",10,15
518,february-10-2024,39,Sure Thing,Miguel,47,1
519,february-10-2024,40,XXL,LANY,5,36
520,february-3-2024,1,greedy,Tate McRae,14,1
521,february-3-2024,2,Paint The Town Red,Doja Cat,23,1
522,february-3-2024,3,Lovin On Me,Jack Harlow,6,3
523,february-3-2024,4,Cruel Summer,Taylor Swift,30,1
524,february-3-2024,5,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,8,5
525,february-3-2024,6,Agora Hills,Doja Cat,9,6
526,february-3-2024,7,Lil Boo Thang,Paul Russell,16,4
527,february-3-2024,8,Used To Be Young,Miley Cyrus,18,4
528,february-3-2024,9,Houdini,Dua Lipa,7,9
529,february-3-2024,10,get him back!,Olivia Rodrigo,12,8
530,february-3-2024,11,Water,Tyla,8,11
531,february-3-2024,12,Strangers,Kenya Grace,10,12
532,february-3-2024,13,Good Good,Usher,14,13
533,february-3-2024,14,Lose Control,Teddy Swims,6,14
534,february-3-2024,15,"yes, and?",Ariana Grande,1,15
535,february-3-2024,16,What It Is (Block Boy),Doechii feat. Kodak Black,26,2
536,february-3-2024,17,Feather,Sabrina Carpenter,8,16
537,february-3-2024,18,exes,Tate McRae,4,18
538,february-3-2024,19,What Was I Made For?,Billie Eilish,20,6
539,february-3-2024,20,I KNOW ?,Travis Scott,13,20
540,february-3-2024,21,Calm Down,Rema & Selena Gomez,60,1
541,february-3-2024,22,Seasons,Thirty Seconds to Mars,4,22
542,february-3-2024,23,Snooze,SZA,36,1
543,february-3-2024,24,Thinkin’ Bout Me,Morgan Wallen,5,24
544,february-3-2024,25,Yes I'm A Mess,AJR,5,23
545,february-3-2024,26,Everybody,Nicki Minaj feat. Lil Uzi Vert,1,26
546,february-3-2024,27,Need A Favor,Jelly Roll,19,13
547,february-3-2024,28,J CHRIST,Lil Nas X,1,28
548,february-3-2024,29,TOO MUCH,"The Kid LAROI, Jung Kook & Central Cee",9,15
549,february-3-2024,30,Dance The Night (From Barbie The Album),Dua Lipa,33,1
550,february-3-2024,31,Standing Next to You,Jung Kook,2,31
551,february-3-2024,32,Barbie World (with Aqua) [From Barbie The Album],"Nicki Minaj, Ice Spice & Aqua",26,1
552,february-3-2024,33,Strong Enough,Jonas Brothers feat. Bailey Zimmerman,5,29
553,february-3-2024,34,vampire,Olivia Rodrigo,28,1
554,february-3-2024,35,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,5,34
555,february-3-2024,36,Sure Thing,Miguel,46,1
556,february-3-2024,37,BOTH (with 21 Savage),Tiësto & BIA,4,30
557,february-3-2024,38,Heartbroken,"Diplo, Jessie Murph & Polo G",15,24
558,february-3-2024,39,XXL,LANY,4,36
559,february-3-2024,40,Fast Car,Luke Combs,35,6
560,january-27-2024,1,greedy,Tate McRae,13,1
561,january-27-2024,2,Paint The Town Red,Doja Cat,22,1
562,january-27-2024,3,Cruel Summer,Taylor Swift,29,1
563,january-27-2024,4,Lovin On Me,Jack Harlow,5,4
564,january-27-2024,5,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,7,5
565,january-27-2024,6,Lil Boo Thang,Paul Russell,15,4
566,january-27-2024,7,Used To Be Young,Miley Cyrus,17,4
567,january-27-2024,8,get him back!,Olivia Rodrigo,11,8
568,january-27-2024,9,Agora Hills,Doja Cat,8,9
569,january-27-2024,10,Houdini,Dua Lipa,6,10
570,january-27-2024,11,What Was I Made For?,Billie Eilish,19,6
571,january-27-2024,12,Water,Tyla,7,12
572,january-27-2024,13,What It Is (Block Boy),Doechii feat. Kodak Black,25,2
573,january-27-2024,14,Good Good,Usher,13,14
574,january-27-2024,15,Strangers,Kenya Grace,9,15
575,january-27-2024,16,Lose Control,Teddy Swims,5,16
576,january-27-2024,17,Calm Down,Rema & Selena Gomez,59,1
577,january-27-2024,18,Feather,Sabrina Carpenter,7,16
578,january-27-2024,19,exes,Tate McRae,3,19
579,january-27-2024,20,Snooze,SZA,35,1
580,january-27-2024,21,I KNOW ?,Travis Scott,12,21
581,january-27-2024,22,Seasons,Thirty Seconds to Mars,3,22
582,january-27-2024,23,Yes I'm A Mess,AJR,4,23
583,january-27-2024,24,Need A Favor,Jelly Roll,18,13
584,january-27-2024,25,TOO MUCH,"The Kid LAROI, Jung Kook & Central Cee",8,15
585,january-27-2024,26,Thinkin’ Bout Me,Morgan Wallen,4,26
586,january-27-2024,27,Dance The Night (From Barbie The Album),Dua Lipa,32,1
587,january-27-2024,28,Barbie World (with Aqua) [From Barbie The Album],"Nicki Minaj, Ice Spice & Aqua",25,1
588,january-27-2024,29,Strong Enough,Jonas Brothers feat. Bailey Zimmerman,4,29
589,january-27-2024,30,BOTH (with 21 Savage),Tiësto & BIA,3,30
590,january-27-2024,31,If Only I,"Loud Luxury, Two Friends, Bebe Rexha",10,29
591,january-27-2024,32,vampire,Olivia Rodrigo,27,1
592,january-27-2024,33,Heartbroken,"Diplo, Jessie Murph & Polo G",14,24
593,january-27-2024,34,Sure Thing,Miguel,45,1
594,january-27-2024,35,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,4,34
595,january-27-2024,36,XXL,LANY,3,36
596,january-27-2024,37,Standing Next to You,Jung Kook,1,37
597,january-27-2024,38,3D,Jung Kook,11,21
598,january-27-2024,39,Fast Car,Luke Combs,34,6
599,january-27-2024,40,Flowers,Miley Cyrus,51,1
600,january-20-2024,1,greedy,Tate McRae,12,1
601,january-20-2024,2,Paint The Town Red,Doja Cat,21,1
602,january-20-2024,3,Cruel Summer,Taylor Swift,28,1
603,january-20-2024,4,Lovin On Me,Jack Harlow,4,4
604,january-20-2024,5,Lil Boo Thang,Paul Russell,14,4
605,january-20-2024,6,Used To Be Young,Miley Cyrus,16,4
606,january-20-2024,7,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,6,7
607,january-20-2024,8,What Was I Made For?,Billie Eilish,18,6
608,january-20-2024,9,get him back!,Olivia Rodrigo,10,8
609,january-20-2024,10,What It Is (Block Boy),Doechii feat. Kodak Black,24,2
610,january-20-2024,11,Houdini,Dua Lipa,5,11
611,january-20-2024,12,Agora Hills,Doja Cat,7,12
612,january-20-2024,13,Water,Tyla,6,13
613,january-20-2024,14,Good Good,Usher,12,14
614,january-20-2024,15,Calm Down,Rema & Selena Gomez,58,1
615,january-20-2024,16,Feather,Sabrina Carpenter,6,16
616,january-20-2024,17,Snooze,SZA,34,1
617,january-20-2024,18,Strangers,Kenya Grace,8,17
618,january-20-2024,19,Lose Control,Teddy Swims,4,19
619,january-20-2024,20,Need A Favor,Jelly Roll,17,13
620,january-20-2024,21,I KNOW ?,Travis Scott,11,21
621,january-20-2024,22,exes,Tate McRae,2,22
622,january-20-2024,23,Barbie World (with Aqua) [From Barbie The Album],"Nicki Minaj, Ice Spice & Aqua",24,1
623,january-20-2024,24,TOO MUCH,"The Kid LAROI, Jung Kook & Central Cee",7,15
624,january-20-2024,25,Seasons,Thirty Seconds to Mars,2,25
625,january-20-2024,26,Dance The Night (From Barbie The Album),Dua Lipa,31,1
626,january-20-2024,27,Thinkin’ Bout Me,Morgan Wallen,3,27
627,january-20-2024,28,3D,Jung Kook,10,21
628,january-20-2024,29,Yes I'm A Mess,AJR,3,29
629,january-20-2024,30,vampire,Olivia Rodrigo,26,1
630,january-20-2024,31,Strong Enough,Jonas Brothers feat. Bailey Zimmerman,3,31
631,january-20-2024,32,Sure Thing,Miguel,44,1
632,january-20-2024,33,Heartbroken,"Diplo, Jessie Murph & Polo G",13,24
633,january-20-2024,34,BOTH (with 21 Savage),Tiësto & BIA,2,34
634,january-20-2024,35,If Only I,"Loud Luxury, Two Friends, Bebe Rexha",9,29
635,january-20-2024,36,Daylight,David Kushner,22,8
636,january-20-2024,37,XXL,LANY,2,37
637,january-20-2024,38,Fast Car,Luke Combs,33,6
638,january-20-2024,39,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,3,34
639,january-20-2024,40,Flowers,Miley Cyrus,50,1
640,january-13-2024,1,greedy,Tate McRae,11,1
641,january-13-2024,2,Paint The Town Red,Doja Cat,20,1
642,january-13-2024,3,Cruel Summer,Taylor Swift,27,1
643,january-13-2024,4,Lil Boo Thang,Paul Russell,13,4
644,january-13-2024,5,Used To Be Young,Miley Cyrus,15,4
645,january-13-2024,6,Lovin On Me,Jack Harlow,3,6
646,january-13-2024,7,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,5,7
647,january-13-2024,8,What Was I Made For?,Billie Eilish,17,6
648,january-13-2024,9,get him back!,Olivia Rodrigo,9,8
649,january-13-2024,10,What It Is (Block Boy),Doechii feat. Kodak Black,23,2
650,january-13-2024,11,Houdini,Dua Lipa,4,11
651,january-13-2024,12,Calm Down,Rema & Selena Gomez,57,1
652,january-13-2024,13,Agora Hills,Doja Cat,6,13
653,january-13-2024,14,Water,Tyla,5,14
654,january-13-2024,15,Good Good,Usher,11,15
655,january-13-2024,16,Snooze,SZA,33,1
656,january-13-2024,17,Strangers,Kenya Grace,7,17
657,january-13-2024,18,Need A Favor,Jelly Roll,16,13
658,january-13-2024,19,Feather,Sabrina Carpenter,5,19
659,january-13-2024,20,Barbie World (with Aqua) [From Barbie The Album],"Nicki Minaj, Ice Spice & Aqua",23,1
660,january-13-2024,21,Lose Control,Teddy Swims,3,21
661,january-13-2024,22,TOO MUCH,"The Kid LAROI, Jung Kook & Central Cee",6,15
662,january-13-2024,23,I KNOW ?,Travis Scott,10,23
663,january-13-2024,24,exes,Tate McRae,1,24
664,january-13-2024,25,Dance The Night (From Barbie The Album),Dua Lipa,30,1
665,january-13-2024,26,3D,Jung Kook,9,21
666,january-13-2024,27,vampire,Olivia Rodrigo,25,1
667,january-13-2024,28,Heartbroken,"Diplo, Jessie Murph & Polo G",12,24
668,january-13-2024,29,Thinkin’ Bout Me,Morgan Wallen,2,29
669,january-13-2024,30,Seasons,Thirty Seconds to Mars,1,30
670,january-13-2024,31,Sure Thing,Miguel,43,1
671,january-13-2024,32,Yes I'm A Mess,AJR,2,32
672,january-13-2024,33,If Only I,"Loud Luxury, Two Friends, Bebe Rexha",8,29
673,january-13-2024,34,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,2,34
674,january-13-2024,35,Daylight,David Kushner,21,8
675,january-13-2024,36,Strong Enough,Jonas Brothers feat. Bailey Zimmerman,2,36
676,january-13-2024,37,Fast Car,Luke Combs,32,6
677,january-13-2024,38,XXL,LANY,1,38
678,january-13-2024,39,BOTH (with 21 Savage),Tiësto & BIA,1,39
679,january-13-2024,40,Flowers,Miley Cyrus,49,1
680,january-6-2024,1,greedy,Tate McRae,10,1
681,january-6-2024,2,Paint The Town Red,Doja Cat,19,1
682,january-6-2024,3,Cruel Summer,Taylor Swift,26,1
683,january-6-2024,4,Used To Be Young,Miley Cyrus,14,4
684,january-6-2024,5,Lil Boo Thang,Paul Russell,12,5
685,january-6-2024,6,What Was I Made For?,Billie Eilish,16,6
686,january-6-2024,7,What It Is (Block Boy),Doechii feat. Kodak Black,22,2
687,january-6-2024,8,get him back!,Olivia Rodrigo,8,8
688,january-6-2024,9,Calm Down,Rema & Selena Gomez,56,1
689,january-6-2024,10,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,4,10
690,january-6-2024,11,Houdini,Dua Lipa,3,11
691,january-6-2024,12,Lovin On Me,Jack Harlow,2,12
692,january-6-2024,13,Agora Hills,Doja Cat,5,13
693,january-6-2024,14,Need A Favor,Jelly Roll,15,13
694,january-6-2024,15,Snooze,SZA,32,1
695,january-6-2024,16,Good Good,Usher,10,16
696,january-6-2024,17,Strangers,Kenya Grace,6,17
697,january-6-2024,18,Water,Tyla,4,18
698,january-6-2024,19,Barbie World (with Aqua) [From Barbie The Album],"Nicki Minaj, Ice Spice & Aqua",22,1
699,january-6-2024,20,TOO MUCH,"The Kid LAROI, Jung Kook & Central Cee",5,15
700,january-6-2024,21,3D,Jung Kook,8,21
701,january-6-2024,22,Lose Control,Teddy Swims,2,22
702,january-6-2024,23,Dance The Night (From Barbie The Album),Dua Lipa,29,1
703,january-6-2024,24,Heartbroken,"Diplo, Jessie Murph & Polo G",11,24
704,january-6-2024,25,I KNOW ?,Travis Scott,9,25
705,january-6-2024,26,vampire,Olivia Rodrigo,24,1
706,january-6-2024,27,Feather,Sabrina Carpenter,4,27
707,january-6-2024,28,Sure Thing,Miguel,42,1
708,january-6-2024,29,If Only I,"Loud Luxury, Two Friends, Bebe Rexha",7,29
709,january-6-2024,30,Freak 54 (Freak Out),Pitbull & Nile Rodgers,4,30
710,january-6-2024,31,Thinkin’ Bout Me,Morgan Wallen,1,31
711,january-6-2024,32,Daylight,David Kushner,20,8
712,january-6-2024,33,Yes I'm A Mess,AJR,1,33
713,january-6-2024,34,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,1,34
714,january-6-2024,35,Fast Car,Luke Combs,31,6
715,january-6-2024,36,On My Love,Zara Larsson & David Guetta,7,36
716,january-6-2024,37,Strong Enough,Jonas Brothers feat. Bailey Zimmerman,1,37
717,january-6-2024,38,Popular,"The Weeknd, Playboi Carti & Madonna",23,13
718,january-6-2024,39,Dial Drunk,Noah Kahan,16,17
719,january-6-2024,40,Flowers,Miley Cyrus,48,1
720,december-30-2023,1,Die For You,The Weeknd,56,1
721,december-30-2023,2,Calm Down,Rema & Selena Gomez,55,1
722,december-30-2023,3,Flowers,Miley Cyrus,47,1
723,december-30-2023,4,Creepin',"Metro Boomin, The Weeknd & 21 Savage",46,2
724,december-30-2023,5,Kill Bill,SZA,43,1
725,december-30-2023,6,I'm Good (Blue),David Guetta & Bebe Rexha,44,1
726,december-30-2023,7,Sure Thing,Miguel,41,1
727,december-30-2023,8,Unholy,Sam Smith & Kim Petras,39,1
728,december-30-2023,9,Anti-Hero,Taylor Swift,34,1
729,december-30-2023,10,As It Was,Harry Styles,53,1
730,december-30-2023,11,I Like You (A Happier Song),Post Malone feat. Doja Cat,50,1
731,december-30-2023,12,Cruel Summer,Taylor Swift,25,1
732,december-30-2023,13,Dance The Night (From Barbie The Album),Dua Lipa,28,1
733,december-30-2023,14,Karma,Taylor Swift,31,1
734,december-30-2023,15,Snooze,SZA,31,1
735,december-30-2023,16,Super Freaky Girl,Nicki Minaj,40,3
736,december-30-2023,17,Bad Habit,Steve Lacy,37,1
737,december-30-2023,18,Last Night,Morgan Wallen,37,4
738,december-30-2023,19,Lavender Haze,Taylor Swift,42,5
739,december-30-2023,20,Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,37,1
740,december-30-2023,21,vampire,Olivia Rodrigo,23,1
741,december-30-2023,22,Sunroof,Nicky Youre & dazy,2,22
742,december-30-2023,23,Escapism.,RAYE feat. 070 Shake,29,6
743,december-30-2023,24,Made You Look,Meghan Trainor,24,5
744,december-30-2023,25,CUFF IT,Beyoncé,23,7
745,december-30-2023,26,Eyes Closed,Ed Sheeran,30,6
746,december-30-2023,27,Barbie World (with Aqua) [From Barbie The Album],"Nicki Minaj, Ice Spice & Aqua",21,1
747,december-30-2023,28,Players,Coi Leray,33,8
748,december-30-2023,29,Fast Car,Luke Combs,30,6
749,december-30-2023,30,Under The Influence,Chris Brown,33,9
750,december-30-2023,31,Chemical,Post Malone,22,6
751,december-30-2023,32,Boy's a liar Pt. 2,PinkPantheress & Ice Spice,2,32
752,december-30-2023,33,Until I Found You,Stephen Sanchez,24,10
753,december-30-2023,34,What It Is (Block Boy),Doechii feat. Kodak Black,21,2
754,december-30-2023,35,Cupid,FIFTY FIFTY,21,5
755,december-30-2023,36,golden hour,JVKE,2,36
756,december-30-2023,37,Paint The Town Red,Doja Cat,18,1
757,december-30-2023,38,Nonsense,Sabrina Carpenter,22,10
758,december-30-2023,39,Victoria's Secret,Jax,2,39
759,december-30-2023,40,Bloody Mary,Lady Gaga,21,10
760,december-16-2023,1,Die For You,The Weeknd,55,1
761,december-16-2023,2,Calm Down,Rema & Selena Gomez,54,1
762,december-16-2023,3,Flowers,Miley Cyrus,46,1
763,december-16-2023,4,Creepin',"Metro Boomin, The Weeknd & 21 Savage",45,2
764,december-16-2023,5,Kill Bill,SZA,42,1
765,december-16-2023,6,I'm Good (Blue),David Guetta & Bebe Rexha,43,1
766,december-16-2023,7,Sure Thing,Miguel,40,1
767,december-16-2023,8,Unholy,Sam Smith & Kim Petras,38,1
768,december-16-2023,9,Anti-Hero,Taylor Swift,33,1
769,december-16-2023,10,As It Was,Harry Styles,52,1
770,december-16-2023,11,I Like You (A Happier Song),Post Malone feat. Doja Cat,49,1
771,december-16-2023,12,Cruel Summer,Taylor Swift,24,1
772,december-16-2023,13,Dance The Night (From Barbie The Album),Dua Lipa,27,1
773,december-16-2023,14,Karma,Taylor Swift,30,1
774,december-16-2023,15,Snooze,SZA,30,1
775,december-16-2023,16,Super Freaky Girl,Nicki Minaj,39,3
776,december-16-2023,17,Bad Habit,Steve Lacy,36,1
777,december-16-2023,18,Last Night,Morgan Wallen,36,4
778,december-16-2023,19,Lavender Haze,Taylor Swift,41,5
779,december-16-2023,20,Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,36,1
780,december-16-2023,21,vampire,Olivia Rodrigo,22,1
781,december-16-2023,22,Sunroof,Nicky Youre & dazy,1,22
782,december-16-2023,23,Escapism.,RAYE feat. 070 Shake,28,6
783,december-16-2023,24,Made You Look,Meghan Trainor,23,5
784,december-16-2023,25,CUFF IT,Beyoncé,22,7
785,december-16-2023,26,Eyes Closed,Ed Sheeran,29,6
786,december-16-2023,27,Barbie World (with Aqua) [From Barbie The Album],"Nicki Minaj, Ice Spice & Aqua",20,1
787,december-16-2023,28,Players,Coi Leray,32,8
788,december-16-2023,29,Fast Car,Luke Combs,29,6
789,december-16-2023,30,Under The Influence,Chris Brown,32,9
790,december-16-2023,31,Chemical,Post Malone,21,6
791,december-16-2023,32,Boy's a liar Pt. 2,PinkPantheress & Ice Spice,1,32
792,december-16-2023,33,Until I Found You,Stephen Sanchez,23,10
793,december-16-2023,34,What It Is (Block Boy),Doechii feat. Kodak Black,20,2
794,december-16-2023,35,Cupid,FIFTY FIFTY,20,5
795,december-16-2023,36,golden hour,JVKE,1,36
796,december-16-2023,37,Paint The Town Red,Doja Cat,17,1
797,december-16-2023,38,Nonsense,Sabrina Carpenter,21,10
798,december-16-2023,39,Victoria's Secret,Jax,1,39
799,december-16-2023,40,Bloody Mary,Lady Gaga,20,10
800,december-9-2023,1,Paint The Town Red,Doja Cat,16,1
801,december-9-2023,2,What It Is (Block Boy),Doechii feat. Kodak Black,19,2
802,december-9-2023,3,Cruel Summer,Taylor Swift,23,1
803,december-9-2023,4,Used To Be Young,Miley Cyrus,13,4
804,december-9-2023,5,greedy,Tate McRae,9,5
805,december-9-2023,6,Lil Boo Thang,Paul Russell,11,6
806,december-9-2023,7,Calm Down,Rema & Selena Gomez,53,1
807,december-9-2023,8,What Was I Made For?,Billie Eilish,15,8
808,december-9-2023,9,Snooze,SZA,29,1
809,december-9-2023,10,get him back!,Olivia Rodrigo,7,10
810,december-9-2023,11,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,3,11
811,december-9-2023,12,Barbie World (with Aqua) [From Barbie The Album],"Nicki Minaj, Ice Spice & Aqua",19,1
812,december-9-2023,13,Need A Favor,Jelly Roll,14,13
813,december-9-2023,14,Houdini,Dua Lipa,2,14
814,december-9-2023,15,TOO MUCH,"The Kid LAROI, Jung Kook & Central Cee",4,15
815,december-9-2023,16,Dance The Night (From Barbie The Album),Dua Lipa,26,1
816,december-9-2023,17,Dial Drunk,Noah Kahan,15,17
817,december-9-2023,18,Good Good,Usher,9,18
818,december-9-2023,19,Strangers,Kenya Grace,5,19
819,december-9-2023,20,vampire,Olivia Rodrigo,21,1
820,december-9-2023,21,3D,Jung Kook,7,21
821,december-9-2023,22,Daylight,David Kushner,19,8
822,december-9-2023,23,Agora Hills,Doja Cat,4,23
823,december-9-2023,24,Water,Tyla,3,24
824,december-9-2023,25,Sure Thing,Miguel,39,1
825,december-9-2023,26,Heartbroken,"Diplo, Jessie Murph & Polo G",10,24
826,december-9-2023,27,bad idea right?,Olivia Rodrigo,14,11
827,december-9-2023,28,I DO,(G)I-DLE,11,27
828,december-9-2023,29,Fast Car,Luke Combs,28,6
829,december-9-2023,30,Single Soon,Selena Gomez,13,10
830,december-9-2023,31,I KNOW ?,Travis Scott,8,30
831,december-9-2023,32,If Only I,"Loud Luxury, Two Friends, Bebe Rexha",6,32
832,december-9-2023,33,Popular,"The Weeknd, Playboi Carti & Madonna",22,13
833,december-9-2023,34,Pretty Girl,Ice Spice & Rema,5,33
834,december-9-2023,35,Lovin On Me,Jack Harlow,1,35
835,december-9-2023,36,Freak 54 (Freak Out),Pitbull & Nile Rodgers,3,36
836,december-9-2023,37,Feather,Sabrina Carpenter,3,37
837,december-9-2023,38,Flowers,Miley Cyrus,45,1
838,december-9-2023,39,On My Love,Zara Larsson & David Guetta,6,37
839,december-9-2023,40,Lose Control,Teddy Swims,1,40
840,december-2-2023,1,Paint The Town Red,Doja Cat,15,1
841,december-2-2023,2,Cruel Summer,Taylor Swift,22,1
842,december-2-2023,3,What It Is (Block Boy),Doechii feat. Kodak Black,18,2
843,december-2-2023,4,Used To Be Young,Miley Cyrus,12,4
844,december-2-2023,5,Snooze,SZA,28,1
845,december-2-2023,6,greedy,Tate McRae,8,6
846,december-2-2023,7,Lil Boo Thang,Paul Russell,10,7
847,december-2-2023,8,Calm Down,Rema & Selena Gomez,52,1
848,december-2-2023,9,Barbie World (with Aqua) [From Barbie The Album],"Nicki Minaj, Ice Spice & Aqua",18,1
849,december-2-2023,10,What Was I Made For?,Billie Eilish,14,10
850,december-2-2023,11,Single Soon,Selena Gomez,12,10
851,december-2-2023,12,Daylight,David Kushner,18,8
852,december-2-2023,13,get him back!,Olivia Rodrigo,6,13
853,december-2-2023,14,Dance The Night (From Barbie The Album),Dua Lipa,25,1
854,december-2-2023,15,Need A Favor,Jelly Roll,13,15
855,december-2-2023,16,bad idea right?,Olivia Rodrigo,13,11
856,december-2-2023,17,vampire,Olivia Rodrigo,20,1
857,december-2-2023,18,Dial Drunk,Noah Kahan,14,18
858,december-2-2023,19,Good Good,Usher,8,19
859,december-2-2023,20,TOO MUCH,"The Kid LAROI, Jung Kook & Central Cee",3,20
860,december-2-2023,21,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,2,21
861,december-2-2023,22,Sure Thing,Miguel,38,1
862,december-2-2023,23,Strangers,Kenya Grace,4,23
863,december-2-2023,24,3D,Jung Kook,6,23
864,december-2-2023,25,Last Time I Saw You,Nicki Minaj,9,23
